Source,J2000 Name,Date,MJD,Fit Coeff.,Log Fit,Defect,Frequency [GHz],Flux Density [Jy],Flux Density Error [Jy],Spectral Index,Closure Phase
2005-489,2009-4849,2014-Sep-30,56930.0,"2.154E-01,-3.246E-01",Y,0.8%,19.0,0.631,0.01,-0.325,0.1° ± 0.3°
2005-489,2009-4849,2014-Sep-13,56913.0,"2.525E-01,-3.523E-01",Y,0.7%,17.0,0.659,0.006,-0.352,0.4° ± 0.6°
2005-489,2009-4849,2014-Sep-13,56913.0,"2.525E-01,-3.523E-01",Y,0.7%,19.0,0.634,0.006,-0.352,0.4° ± 0.6°
2005-489,2009-4849,2014-Jun-19,56827.0,"2.669E-01,-3.627E-01",Y,0.9%,19.0,0.635,0.005,-0.363,0.1° ± 0.3°
2005-489,2009-4849,2014-Jun-19,56827.0,"2.669E-01,-3.627E-01",Y,0.9%,17.0,0.662,0.005,-0.363,0.1° ± 0.3°
2005-489,2009-4849,2014-Jun-09,56817.0,"2.472E-01,-3.473E-01",Y,0.8%,17.0,0.66,0.005,-0.347,0° ± 0.3°
2005-489,2009-4849,2014-Jun-09,56817.0,"2.472E-01,-3.473E-01",Y,0.8%,19.0,0.635,0.005,-0.347,0° ± 0.3°
2005-489,2009-4849,2014-Mar-26,56742.0,"5.752E-02,-1.473E-01",Y,2.1%,17.0,0.752,0.01,-0.147,0.1° ± 0.4°
2005-489,2009-4849,2014-Mar-26,56742.0,"5.752E-02,-1.473E-01",Y,2.1%,19.0,0.74,0.01,-0.147,0° ± 0.6°
2005-489,2009-4849,2012-Sep-07,56177.0,"2.696E-01,-2.922E-01",Y,0.4%,17.0,0.813,0.008,-0.292,0° ± 0.2°
2005-489,2009-4849,2012-Sep-07,56177.0,"2.696E-01,-2.922E-01",Y,0.4%,19.0,0.787,0.008,-0.292,0° ± 0.3°
2005-489,2009-4849,2012-Aug-26,56165.0,"3.819E-01,-4.020E-01",Y,0.5%,17.0,0.771,0.007,-0.402,0.3° ± 0.5°
2005-489,2009-4849,2012-Aug-26,56165.0,"3.819E-01,-4.020E-01",Y,0.5%,19.0,0.738,0.007,-0.402,0.4° ± 0.5°
2005-489,2009-4849,2012-Jun-13,56091.0,"2.804E-01,-3.413E-01",Y,0.9%,17.0,0.725,0.007,-0.341,-0.1° ± 0.3°
2005-489,2009-4849,2012-Jun-13,56091.0,"2.804E-01,-3.413E-01",Y,0.9%,19.0,0.698,0.007,-0.341,-0.2° ± 0.4°
2005-489,2009-4849,2012-May-28,56075.0,"3.379E-01,-3.771E-01",Y,1%,17.0,0.748,0.008,-0.377,-0.1° ± 0.3°
2005-489,2009-4849,2012-May-28,56075.0,"3.379E-01,-3.771E-01",Y,1%,19.0,0.717,0.008,-0.377,-0.3° ± 0.5°
2005-489,2009-4849,2012-Mar-31,56017.0,"1.691E-01,-2.505E-01",Y,0.6%,17.0,0.726,0.006,-0.251,0° ± 0.3°
2005-489,2009-4849,2012-Mar-31,56017.0,"1.691E-01,-2.505E-01",Y,0.6%,19.0,0.706,0.006,-0.251,0° ± 0.3°
2005-489,2009-4849,2012-Jan-15,55941.0,"1.432E+00,-1.535E+00",Y,77.7%,17.0,0.349,0.028,-1.535,1.1° ± 6.5°
2005-489,2009-4849,2012-Jan-15,55941.0,"1.432E+00,-1.535E+00",Y,77.7%,19.0,0.295,0.028,-1.535,0.7° ± 12.7°
2005-489,2009-4849,2011-Nov-27,55892.0,"4.138E-01,-4.171E-01",Y,1.2%,17.0,0.795,0.014,-0.417,-0.1° ± 0.3°
2005-489,2009-4849,2011-Nov-27,55892.0,"4.138E-01,-4.171E-01",Y,1.2%,19.0,0.759,0.014,-0.417,-0.1° ± 0.4°
2005-489,2009-4849,2011-Nov-08,55873.0,"6.290E-01,-6.205E-01",Y,2.6%,17.0,0.734,0.01,-0.621,0° ± 0.4°
2005-489,2009-4849,2011-Nov-08,55873.0,"6.290E-01,-6.205E-01",Y,2.6%,19.0,0.685,0.01,-0.621,0° ± 0.7°
2005-489,2009-4849,2011-Oct-14,55848.0,"2.685E-01,-3.214E-01",Y,0.8%,17.0,0.747,0.006,-0.321,0° ± 0.3°
2005-489,2009-4849,2011-Oct-14,55848.0,"2.685E-01,-3.214E-01",Y,0.8%,19.0,0.72,0.006,-0.321,0° ± 0.3°
2005-489,2009-4849,2011-May-17,55698.0,"3.455E-01,-3.802E-01",Y,0.5%,17.0,0.755,0.007,-0.38,0° ± 0.2°
2005-489,2009-4849,2011-May-17,55698.0,"3.455E-01,-3.802E-01",Y,0.5%,19.0,0.723,0.007,-0.38,0.1° ± 0.2°
2005-489,2009-4849,2009-Jun-25,55007.0,"5.570E-01,-4.877E-01",Y,0.9%,17.0,0.906,0.01,-0.488,0° ± 0.3°
2005-489,2009-4849,2009-Jun-25,55007.0,"5.570E-01,-4.877E-01",Y,0.9%,19.0,0.858,0.01,-0.488,0° ± 0.3°
2005-489,2009-4849,2008-Aug-21,54699.0,"2.308E-01,-1.782E-01",Y,0%,18.496,1.012,0.005,-0.178,0.3° ± 1°
2005-489,2009-4849,2008-Aug-21,54699.0,"2.308E-01,-1.782E-01",Y,0%,19.52,1.002,0.005,-0.178,0.3° ± 1.3°
2005-489,2009-4849,2007-Jul-25,54306.0,"3.972E-01,-3.927E-01",Y,0.1%,19.52,0.777,0.006,-0.393,-0.4° ± 2°
2005-489,2009-4849,2007-Jul-25,54306.0,"3.972E-01,-3.927E-01",Y,0.1%,18.496,0.794,0.006,-0.393,-0.1° ± 1.6°
2005-489,2009-4849,2005-Aug-16,53598.0,"9.103E-01,-7.841E-01",Y,0.1%,18.496,0.826,0.006,-0.784,-0.1° ± 0.9°
2005-489,2009-4849,2005-Aug-16,53598.0,"9.103E-01,-7.841E-01",Y,0.1%,19.52,0.791,0.006,-0.784,0° ± 1°
2005-489,2009-4849,2005-May-04,53494.0,"4.015E-01,-3.562E-01",Y,0.1%,18.496,0.892,0.005,-0.356,-0.2° ± 1.1°
2005-489,2009-4849,2005-May-04,53494.0,"4.015E-01,-3.562E-01",Y,0.1%,19.52,0.875,0.005,-0.356,-0.4° ± 1.2°
2005-489,2009-4849,2004-May-14,53139.0,"5.848E-01,-4.940E-01",Y,0.1%,17.7285,0.929,0.003,-0.494,-0.3° ± 1.2°
2005-489,2009-4849,2004-May-14,53139.0,"5.848E-01,-4.940E-01",Y,0.1%,17.8565,0.926,0.003,-0.494,-0.2° ± 1°
2005-489,2009-4849,2023-Jan-17,59961.0,"9.684E-02,-1.046E-01,-4.189E-02",Y,0.5%,5.5,0.992,0.008,-0.167,0° ± 0.2°
2005-489,2009-4849,2023-Jan-17,59961.0,"9.684E-02,-1.046E-01,-4.189E-02",Y,0.5%,9.0,0.91,0.008,-0.185,-0.1° ± 0.2°
2005-489,2009-4849,2023-Jan-03,59947.0,"9.930E-02,-1.180E-01,-5.633E-02",Y,0.2%,9.0,0.862,0.005,-0.226,-0.1° ± 0.2°
2005-489,2009-4849,2023-Jan-03,59947.0,"9.930E-02,-1.180E-01,-5.633E-02",Y,0.2%,5.5,0.957,0.005,-0.201,0° ± 0.2°
2005-489,2009-4849,2022-Dec-09,59922.0,"6.900E-02,-8.534E-02,-6.849E-02",Y,0.2%,5.5,0.93,0.004,-0.187,0.1° ± 0.2°
2005-489,2009-4849,2022-Dec-09,59922.0,"6.900E-02,-8.534E-02,-6.849E-02",Y,0.2%,9.0,0.842,0.004,-0.216,0.1° ± 0.2°
2005-489,2009-4849,2022-Oct-25,59877.0,"3.824E-02,-4.766E-02,-1.214E-01",Y,0.4%,5.5,0.864,0.008,-0.227,0.1° ± 0.3°
2005-489,2009-4849,2022-Oct-25,59877.0,"3.824E-02,-4.766E-02,-1.214E-01",Y,0.4%,9.0,0.762,0.008,-0.279,0° ± 0.2°
2005-489,2009-4849,2022-Sep-18,59840.0,"1.417E-02,1.784E-02,-1.302E-01",Y,0.2%,9.0,0.818,0.004,-0.231,-0.1° ± 0.2°
2005-489,2009-4849,2022-Sep-18,59840.0,"1.417E-02,1.784E-02,-1.302E-01",Y,0.2%,5.5,0.904,0.004,-0.175,-0.1° ± 0.2°
2005-489,2009-4849,2022-Jun-25,59755.0,"6.193E-02,-5.339E-02,-8.749E-02",Y,0.2%,5.5,0.943,0.004,-0.183,0° ± 0.2°
2005-489,2009-4849,2022-Jun-25,59755.0,"6.193E-02,-5.339E-02,-8.749E-02",Y,0.2%,9.0,0.854,0.004,-0.22,0° ± 0.1°
2005-489,2009-4849,2022-May-28,59727.0,"1.757E-01,-2.323E-01,-8.591E-03",Y,0.2%,5.5,0.998,0.006,-0.245,0° ± 0.2°
2005-489,2009-4849,2022-May-28,59727.0,"1.757E-01,-2.323E-01,-8.591E-03",Y,0.2%,9.0,0.884,0.006,-0.249,0° ± 0.2°
2005-489,2009-4849,2022-May-14,59713.0,"-2.758E-01,8.118E-01,-6.360E-01",Y,0.6%,5.5,0.948,0.024,-0.13,0.1° ± 0.3°
2005-489,2009-4849,2022-May-14,59713.0,"-2.758E-01,8.118E-01,-6.360E-01",Y,0.6%,9.0,0.831,0.024,-0.402,0° ± 0.2°
2005-489,2009-4849,2022-May-13,59712.0,"1.126E-02,1.037E-01,-1.872E-01",Y,0.2%,5.5,0.967,0.005,-0.173,0.2° ± 0.3°
2005-489,2009-4849,2022-May-13,59712.0,"1.126E-02,1.037E-01,-1.872E-01",Y,0.2%,9.0,0.87,0.005,-0.254,0.1° ± 0.2°
2005-489,2009-4849,2022-Apr-02,59671.0,"9.092E-03,3.338E-03,-1.031E-01",Y,0.2%,5.5,0.902,0.005,-0.149,0° ± 0.2°
2005-489,2009-4849,2022-Apr-02,59671.0,"9.092E-03,3.338E-03,-1.031E-01",Y,0.2%,9.0,0.829,0.005,-0.193,-0.1° ± 0.2°
2005-489,2009-4849,2022-Mar-01,59639.0,"4.941E-02,-4.362E-02,-9.079E-02",Y,0.7%,5.5,0.928,0.01,-0.178,-0.2° ± 0.3°
2005-489,2009-4849,2022-Mar-01,59639.0,"4.941E-02,-4.362E-02,-9.079E-02",Y,0.7%,9.0,0.842,0.01,-0.217,-0.2° ± 0.4°
2005-489,2009-4849,2022-Feb-08,59618.0,"-3.207E-01,8.105E-01,-6.023E-01",Y,0.3%,8.5,0.817,0.011,-0.309,0° ± 0.2°
2005-489,2009-4849,2022-Feb-08,59618.0,"-3.207E-01,8.105E-01,-6.023E-01",Y,0.3%,5.5,0.89,0.011,-0.081,0.1° ± 0.2°
2005-489,2009-4849,2021-Nov-18,59536.0,"-5.158E-02,1.254E-01,-1.851E-01",Y,0.4%,5.5,0.871,0.009,-0.149,-0.1° ± 0.3°
2005-489,2009-4849,2021-Nov-18,59536.0,"-5.158E-02,1.254E-01,-1.851E-01",Y,0.4%,8.5,0.804,0.009,-0.219,-0.1° ± 0.3°
2005-489,2009-4849,2021-Oct-23,59510.0,"-2.524E-02,6.029E-02,-1.426E-01",Y,0.3%,5.5,0.873,0.005,-0.151,0.1° ± 0.3°
2005-489,2009-4849,2021-Oct-23,59510.0,"-2.524E-02,6.029E-02,-1.426E-01",Y,0.3%,9.0,0.799,0.005,-0.212,0° ± 0.2°
2005-489,2009-4849,2021-Oct-06,59493.0,"-5.923E-02,9.682E-02,-1.519E-01",Y,0.2%,5.5,0.85,0.004,-0.128,0° ± 0.2°
2005-489,2009-4849,2021-Oct-06,59493.0,"-5.923E-02,9.682E-02,-1.519E-01",Y,0.2%,9.0,0.785,0.004,-0.193,-0.1° ± 0.2°
2005-489,2009-4849,2021-Jul-24,59419.0,"-9.348E-03,2.706E-02,-1.235E-01",Y,0.3%,5.5,0.877,0.007,-0.156,0° ± 0.4°
2005-489,2009-4849,2021-Jul-24,59419.0,"-9.348E-03,2.706E-02,-1.235E-01",Y,0.3%,9.0,0.802,0.007,-0.209,0° ± 0.2°
2005-489,2009-4849,2021-Mar-06,59279.0,"-1.781E-02,4.202E-02,-1.329E-01",Y,0.3%,5.5,0.872,0.005,-0.155,0° ± 0.2°
2005-489,2009-4849,2021-Mar-06,59279.0,"-1.781E-02,4.202E-02,-1.329E-01",Y,0.3%,9.0,0.797,0.005,-0.212,-0.1° ± 0.2°
2005-489,2009-4849,2021-Jan-30,59244.0,"5.301E-02,-1.217E-01,-3.668E-02",Y,0.6%,5.5,0.877,0.009,-0.176,0.1° ± 0.4°
2005-489,2009-4849,2021-Jan-30,59244.0,"5.301E-02,-1.217E-01,-3.668E-02",Y,0.6%,9.0,0.801,0.009,-0.192,0.1° ± 0.4°
2005-489,2009-4849,2021-Jan-08,59222.0,"-5.612E-03,3.357E-02,-1.388E-01",Y,0.2%,5.5,0.877,0.005,-0.172,0° ± 0.1°
2005-489,2009-4849,2021-Jan-08,59222.0,"-5.612E-03,3.357E-02,-1.388E-01",Y,0.2%,9.0,0.794,0.005,-0.231,0° ± 0.2°
2005-489,2009-4849,2020-Dec-25,59208.0,"1.467E-01,-3.161E-01,6.412E-02",Y,0.3%,5.5,0.887,0.007,-0.221,0° ± 0.2°
2005-489,2009-4849,2020-Dec-25,59208.0,"1.467E-01,-3.161E-01,6.412E-02",Y,0.3%,9.0,0.801,0.007,-0.194,0° ± 0.2°
2005-489,2009-4849,2020-Dec-03,59186.0,"4.373E-02,-4.697E-02,-1.045E-01",Y,0.4%,5.5,0.895,0.005,-0.202,0° ± 0.3°
2005-489,2009-4849,2020-Dec-03,59186.0,"4.373E-02,-4.697E-02,-1.045E-01",Y,0.4%,9.0,0.801,0.005,-0.246,0° ± 0.2°
2005-489,2009-4849,2020-Nov-11,59164.0,"-3.313E-02,1.517E-01,-2.095E-01",Y,0.2%,5.5,0.921,0.005,-0.159,0.1° ± 0.2°
2005-489,2009-4849,2020-Nov-11,59164.0,"-3.313E-02,1.517E-01,-2.095E-01",Y,0.2%,9.0,0.833,0.005,-0.248,0.2° ± 0.3°
2005-489,2009-4849,2020-Oct-26,59148.0,"-4.917E-02,1.537E-01,-1.896E-01",Y,0.3%,5.5,0.913,0.004,-0.127,0.1° ± 0.3°
2005-489,2009-4849,2020-Oct-26,59148.0,"-4.917E-02,1.537E-01,-1.896E-01",Y,0.3%,9.0,0.841,0.004,-0.208,0.2° ± 0.3°
2005-489,2009-4849,2020-Sep-19,59111.0,"4.930E-02,-8.290E-02,-7.589E-02",Y,0.4%,5.5,0.884,0.008,-0.195,0.1° ± 0.3°
2005-489,2009-4849,2020-Sep-19,59111.0,"4.930E-02,-8.290E-02,-7.589E-02",Y,0.4%,9.0,0.796,0.008,-0.228,0° ± 0.3°
2005-489,2009-4849,2020-Sep-14,59106.0,"-1.656E-02,3.589E-02,-1.269E-01",Y,0.2%,5.5,0.872,0.005,-0.152,0.2° ± 0.4°
2005-489,2009-4849,2020-Sep-14,59106.0,"-1.656E-02,3.589E-02,-1.269E-01",Y,0.2%,9.0,0.798,0.005,-0.206,0.1° ± 0.2°
2005-489,2009-4849,2020-Jul-18,59048.0,"-3.744E-02,1.341E-01,-1.794E-01",Y,0.2%,5.5,0.919,0.004,-0.132,0.1° ± 0.3°
2005-489,2009-4849,2020-Jul-18,59048.0,"-3.744E-02,1.341E-01,-1.794E-01",Y,0.2%,9.0,0.846,0.004,-0.208,0° ± 0.2°
2005-489,2009-4849,2020-Jun-02,59002.0,"-6.187E-02,1.254E-01,-1.592E-01",Y,0.4%,5.5,0.878,0.004,-0.11,0° ± 0.2°
2005-489,2009-4849,2020-Jun-02,59002.0,"-6.187E-02,1.254E-01,-1.592E-01",Y,0.4%,9.0,0.818,0.004,-0.178,0° ± 0.2°
2005-489,2009-4849,2020-May-14,58983.0,"-2.793E-02,5.975E-02,-1.321E-01",Y,0.2%,5.5,0.879,0.004,-0.136,0.2° ± 0.4°
2005-489,2009-4849,2020-May-14,58983.0,"-2.793E-02,5.975E-02,-1.321E-01",Y,0.2%,9.0,0.811,0.004,-0.192,0.1° ± 0.2°
2005-489,2009-4849,2020-Apr-19,58958.0,"-4.381E-02,7.303E-02,-1.403E-01",Y,0.3%,5.5,0.858,0.005,-0.135,0.1° ± 0.3°
2005-489,2009-4849,2020-Apr-19,58958.0,"-4.381E-02,7.303E-02,-1.403E-01",Y,0.3%,9.0,0.791,0.005,-0.195,0.2° ± 0.3°
2005-489,2009-4849,2020-Apr-03,58942.0,"1.583E-01,-4.477E-01,1.957E-01",Y,0.3%,5.5,0.859,0.007,-0.158,0° ± 0.4°
2005-489,2009-4849,2020-Apr-03,58942.0,"1.583E-01,-4.477E-01,1.957E-01",Y,0.3%,9.0,0.811,0.007,-0.074,0° ± 0.3°
2005-489,2009-4849,2020-Mar-26,58934.0,"-5.155E-02,8.191E-02,-1.501E-01",Y,0.2%,5.5,0.845,0.004,-0.14,0° ± 0.3°
2005-489,2009-4849,2020-Mar-26,58934.0,"-5.155E-02,8.191E-02,-1.501E-01",Y,0.2%,9.0,0.776,0.004,-0.205,0° ± 0.2°
2005-489,2009-4849,2020-Mar-15,58923.0,"-5.696E-02,8.469E-02,-1.586E-01",Y,0.3%,5.5,0.829,0.004,-0.15,0.2° ± 0.4°
2005-489,2009-4849,2020-Mar-15,58923.0,"-5.696E-02,8.469E-02,-1.586E-01",Y,0.3%,9.0,0.758,0.004,-0.218,0.2° ± 0.3°
2005-489,2009-4849,2020-Jan-31,58879.0,"-3.398E-02,-5.347E-03,-8.308E-02",Y,0.3%,5.5,0.825,0.004,-0.128,0.1° ± 0.3°
2005-489,2009-4849,2020-Jan-31,58879.0,"-3.398E-02,-5.347E-03,-8.308E-02",Y,0.3%,9.0,0.768,0.004,-0.164,0.2° ± 0.3°
2005-489,2009-4849,2019-Dec-12,58829.0,"-2.754E-02,-3.984E-02,-6.895E-02",Y,0.4%,9.0,0.744,0.004,-0.171,0.1° ± 0.3°
2005-489,2009-4849,2019-Dec-12,58829.0,"-2.754E-02,-3.984E-02,-6.895E-02",Y,0.4%,5.5,0.804,0.004,-0.142,0.1° ± 0.3°
2005-489,2009-4849,2019-Nov-22,58809.0,"-4.822E-02,3.298E-02,-1.299E-01",Y,0.2%,5.5,0.804,0.003,-0.159,0.2° ± 0.3°
2005-489,2009-4849,2019-Nov-22,58809.0,"-4.822E-02,3.298E-02,-1.299E-01",Y,0.2%,9.0,0.733,0.003,-0.215,0.1° ± 0.2°
2005-489,2009-4849,2019-Oct-04,58760.0,"-2.660E-02,-4.684E-02,-8.120E-02",Y,0.2%,5.5,0.784,0.003,-0.167,0° ± 0.4°
2005-489,2009-4849,2019-Oct-04,58760.0,"-2.660E-02,-4.684E-02,-8.120E-02",Y,0.2%,9.0,0.716,0.003,-0.202,0° ± 0.2°
2005-489,2009-4849,2019-Aug-20,58715.0,"-3.760E-02,-1.896E-02,-9.831E-02",Y,0.2%,5.5,0.784,0.004,-0.165,0.1° ± 0.3°
2005-489,2009-4849,2019-Aug-20,58715.0,"-3.760E-02,-1.896E-02,-9.831E-02",Y,0.2%,9.0,0.716,0.004,-0.207,0.1° ± 0.2°
2005-489,2009-4849,2019-Apr-28,58601.0,"-6.191E-02,8.345E-02,-1.758E-01",Y,0.4%,5.5,0.801,0.008,-0.177,0° ± 0.3°
2005-489,2009-4849,2019-Apr-28,58601.0,"-6.191E-02,8.345E-02,-1.758E-01",Y,0.4%,9.0,0.721,0.008,-0.252,0° ± 0.3°
2005-489,2009-4849,2019-Apr-17,58590.0,"1.892E-02,-1.485E-01,-1.727E-02",Y,0.2%,9.0,0.727,0.003,-0.181,0.2° ± 0.3°
2005-489,2009-4849,2019-Apr-17,58590.0,"1.892E-02,-1.485E-01,-1.727E-02",Y,0.2%,5.5,0.793,0.003,-0.174,0.2° ± 0.4°
2005-489,2009-4849,2019-Mar-20,58562.0,"9.805E-03,-1.074E-01,-5.305E-02",Y,0.5%,5.5,0.797,0.005,-0.186,-0.1° ± 0.3°
2005-489,2009-4849,2019-Mar-20,58562.0,"9.805E-03,-1.074E-01,-5.305E-02",Y,0.5%,9.0,0.723,0.005,-0.209,-0.2° ± 0.4°
2005-489,2009-4849,2019-Jan-30,58513.0,"-3.171E-02,5.013E-02,-1.613E-01",Y,0.2%,5.5,0.826,0.004,-0.189,0.1° ± 0.4°
2005-489,2009-4849,2019-Jan-30,58513.0,"-3.171E-02,5.013E-02,-1.613E-01",Y,0.2%,9.0,0.74,0.004,-0.258,0° ± 0.3°
2005-489,2009-4849,2019-Jan-07,58490.0,"1.561E-03,-7.893E-02,-6.622E-02",Y,0.4%,5.5,0.807,0.004,-0.177,0° ± 0.2°
2005-489,2009-4849,2019-Jan-07,58490.0,"1.561E-03,-7.893E-02,-6.622E-02",Y,0.4%,9.0,0.734,0.004,-0.205,0.1° ± 0.2°
2005-489,2009-4849,2018-Dec-10,58462.0,"3.648E-02,-1.379E-01,-3.558E-02",Y,0.2%,5.5,0.822,0.004,-0.191,0° ± 0.4°
2005-489,2009-4849,2018-Dec-10,58462.0,"3.648E-02,-1.379E-01,-3.558E-02",Y,0.2%,9.0,0.746,0.004,-0.206,0° ± 0.2°
2005-489,2009-4849,2018-Sep-18,58379.0,"4.095E-02,-3.276E-02,-9.091E-02",Y,0.2%,5.5,0.927,0.003,-0.167,0° ± 0.2°
2005-489,2009-4849,2018-Sep-18,58379.0,"4.095E-02,-3.276E-02,-9.091E-02",Y,0.2%,9.0,0.845,0.003,-0.206,0° ± 0.2°
2005-489,2009-4849,2018-Sep-16,58377.0,"5.770E-02,-6.579E-02,-7.495E-02",Y,0.2%,5.5,0.929,0.006,-0.177,0° ± 0.2°
2005-489,2009-4849,2018-Sep-16,58377.0,"5.770E-02,-6.579E-02,-7.495E-02",Y,0.2%,9.0,0.845,0.006,-0.209,0° ± 0.2°
2005-489,2009-4849,2018-Jun-10,58279.0,"8.441E-02,-4.333E-02,-6.857E-02",Y,0.2%,5.5,1.035,0.004,-0.145,0° ± 0.2°
2005-489,2009-4849,2018-Jun-10,58279.0,"8.441E-02,-4.333E-02,-6.857E-02",Y,0.2%,9.0,0.956,0.004,-0.174,-0.1° ± 0.1°
2005-489,2009-4849,2018-May-20,58258.0,"8.583E-02,-1.129E-01,-4.281E-02",Y,0.2%,5.5,0.952,0.004,-0.176,0.2° ± 0.3°
2005-489,2009-4849,2018-May-20,58258.0,"8.583E-02,-1.129E-01,-4.281E-02",Y,0.2%,9.0,0.869,0.004,-0.195,0.2° ± 0.3°
2005-489,2009-4849,2018-Apr-21,58229.0,"1.106E-01,-2.602E-01,4.327E-02",Y,0.3%,5.5,0.874,0.007,-0.196,0.2° ± 0.4°
2005-489,2009-4849,2018-Apr-21,58229.0,"1.106E-01,-2.602E-01,4.327E-02",Y,0.3%,9.0,0.797,0.007,-0.178,0° ± 0.3°
2005-489,2009-4849,2018-Apr-19,58227.0,"7.867E-02,-2.092E-01,2.149E-02",Y,0.2%,9.0,0.792,0.004,-0.168,0° ± 0.2°
2005-489,2009-4849,2018-Apr-19,58227.0,"7.867E-02,-2.092E-01,2.149E-02",Y,0.2%,5.5,0.862,0.004,-0.177,0° ± 0.2°
2005-489,2009-4849,2018-Mar-06,58183.0,"-1.470E-02,2.726E-02,-1.493E-01",Y,0.3%,5.5,0.839,0.005,-0.194,0.1° ± 0.3°
2005-489,2009-4849,2018-Mar-06,58183.0,"-1.470E-02,2.726E-02,-1.493E-01",Y,0.3%,9.0,0.751,0.005,-0.258,0.1° ± 0.2°
2005-489,2009-4849,2017-Dec-05,58092.0,"-7.590E-02,5.176E-02,-1.316E-01",Y,0.3%,5.5,0.777,0.004,-0.143,0.1° ± 0.3°
2005-489,2009-4849,2017-Dec-05,58092.0,"-7.590E-02,5.176E-02,-1.316E-01",Y,0.3%,9.0,0.714,0.004,-0.199,0.2° ± 0.3°
2005-489,2009-4849,2017-Nov-23,58080.0,"-1.432E-01,2.198E-01,-2.270E-01",Y,0.3%,5.5,0.785,0.003,-0.116,0.1° ± 0.3°
2005-489,2009-4849,2017-Nov-23,58080.0,"-1.432E-01,2.198E-01,-2.270E-01",Y,0.3%,9.0,0.724,0.003,-0.213,0.1° ± 0.2°
2005-489,2009-4849,2017-Nov-20,58077.0,"-1.383E-01,2.288E-01,-2.489E-01",Y,0.4%,5.5,0.785,0.007,-0.14,0.1° ± 0.2°
2005-489,2009-4849,2017-Nov-20,58077.0,"-1.383E-01,2.288E-01,-2.489E-01",Y,0.4%,9.0,0.713,0.007,-0.246,-0.1° ± 0.2°
2005-489,2009-4849,2017-Nov-16,58073.0,"-1.243E-01,1.523E-01,-1.927E-01",Y,0.4%,5.5,0.764,0.005,-0.133,0.1° ± 0.3°
2005-489,2009-4849,2017-Nov-16,58073.0,"-1.243E-01,1.523E-01,-1.927E-01",Y,0.4%,9.0,0.701,0.005,-0.215,0.1° ± 0.2°
2005-489,2009-4849,2017-May-25,57898.0,"7.548E-02,-1.726E-01,-3.927E-02",Y,0.6%,9.0,0.75,0.005,-0.248,0° ± 0.2°
2005-489,2009-4849,2017-May-25,57898.0,"7.548E-02,-1.726E-01,-3.927E-02",Y,0.6%,5.5,0.844,0.005,-0.231,-0.7° ± 25.2°
2005-489,2009-4849,2017-May-07,57880.0,"8.128E-02,-2.376E-01,1.872E-02",Y,0.3%,5.5,0.823,0.005,-0.21,0.1° ± 0.3°
2005-489,2009-4849,2017-May-07,57880.0,"8.128E-02,-2.376E-01,1.872E-02",Y,0.3%,9.0,0.744,0.005,-0.202,0.2° ± 0.3°
2005-489,2009-4849,2017-Feb-09,57793.0,"3.375E-02,-1.257E-01,-6.187E-02",Y,0.4%,5.5,0.807,0.007,-0.217,0° ± 0.3°
2005-489,2009-4849,2017-Feb-09,57793.0,"3.375E-02,-1.257E-01,-6.187E-02",Y,0.4%,9.0,0.72,0.007,-0.244,-0.1° ± 0.3°
2005-489,2009-4849,2017-Jan-21,57774.0,"-5.953E-02,9.774E-02,-1.772E-01",Y,0.2%,5.5,0.824,0.004,-0.165,0.1° ± 0.4°
2005-489,2009-4849,2017-Jan-21,57774.0,"-5.953E-02,9.774E-02,-1.772E-01",Y,0.2%,9.0,0.745,0.004,-0.24,0.1° ± 0.2°
2005-489,2009-4849,2016-Dec-06,57728.0,"-3.658E-03,-5.582E-02,-8.472E-02",Y,0.3%,5.5,0.81,0.005,-0.181,0.1° ± 0.3°
2005-489,2009-4849,2016-Dec-06,57728.0,"-3.658E-03,-5.582E-02,-8.472E-02",Y,0.3%,9.0,0.734,0.005,-0.218,0.2° ± 0.4°
2005-489,2009-4849,2016-Oct-15,57676.0,"-3.552E-01,1.382E+00,-1.881E+00,7.268E-01",Y,0.3%,5.5,0.855,0.004,-0.208,0° ± 0.3°
2005-489,2009-4849,2016-Oct-15,57676.0,"-3.552E-01,1.382E+00,-1.881E+00,7.268E-01",Y,0.3%,9.0,0.763,0.004,-0.222,0° ± 0.2°
2005-489,2009-4849,2016-Aug-17,57617.0,"-3.160E-01,1.199E+00,-1.603E+00,5.950E-01",Y,0.2%,5.5,0.86,0.004,-0.196,0° ± 0.1°
2005-489,2009-4849,2016-Aug-17,57617.0,"-3.160E-01,1.199E+00,-1.603E+00,5.950E-01",Y,0.2%,9.0,0.768,0.004,-0.235,0° ± 0.2°
2005-489,2009-4849,2016-May-31,57539.0,"-5.368E-02,1.280E-01,-1.994E-01",Y,0.3%,5.5,0.855,0.005,-0.167,0° ± 0.2°
2005-489,2009-4849,2016-May-31,57539.0,"-5.368E-02,1.280E-01,-1.994E-01",Y,0.3%,9.0,0.771,0.005,-0.253,0° ± 0.2°
2005-489,2009-4849,2016-Apr-07,57485.0,"-3.701E-02,-1.285E-02,-1.082E-01",Y,0.5%,5.5,0.784,0.005,-0.173,0° ± 0.3°
2005-489,2009-4849,2016-Apr-07,57485.0,"-3.701E-02,-1.285E-02,-1.082E-01",Y,0.5%,9.0,0.712,0.005,-0.219,-0.1° ± 0.2°
