Source,J2000 Name,Date,MJD,Fit Coeff.,Log Fit,Defect,Frequency [GHz],Flux Density [Jy],Flux Density Error [Jy],Spectral Index,Closure Phase
j1010-3119,1010-3119,2015-Aug-12,57246.0,"-1.040E-01,-1.020E+00",Y,689.7%,38.0,0.019,0.008,-1.02,-3.5° ± 93.5°
j1010-3119,1010-3119,2015-Aug-12,57246.0,"-1.040E-01,-1.020E+00",Y,689.7%,40.0,0.018,0.008,-1.02,-2° ± 100°
j1010-3119,1010-3119,2015-Jun-29,57202.0,"6.685E-02,-1.102E+00",Y,750.9%,38.0,0.021,0.01,-1.102,-0.8° ± 98.8°
j1010-3119,1010-3119,2015-Jun-29,57202.0,"6.685E-02,-1.102E+00",Y,750.9%,40.0,0.02,0.01,-1.102,1.5° ± 95.7°
j1010-3119,1010-3119,2015-May-03,57145.0,"-2.294E+00,3.195E-01",Y,960.6%,38.0,0.016,0.011,0.32,1.7° ± 104.4°
j1010-3119,1010-3119,2015-May-03,57145.0,"-2.294E+00,3.195E-01",Y,960.6%,40.0,0.017,0.011,0.32,10.4° ± 99.7°
j1010-3119,1010-3119,2015-Feb-08,57061.0,"8.094E-01,-1.599E+00",Y,765.7%,38.0,0.019,0.01,-1.599,3.3° ± 95.2°
j1010-3119,1010-3119,2015-Feb-08,57061.0,"8.094E-01,-1.599E+00",Y,765.7%,40.0,0.018,0.01,-1.599,-20.1° ± 105.4°
j1010-3119,1010-3119,2014-Dec-16,57007.0,"-4.093E-01,-7.741E-01",Y,747.6%,38.0,0.023,0.011,-0.774,-6.2° ± 102.4°
j1010-3119,1010-3119,2014-Dec-16,57007.0,"-4.093E-01,-7.741E-01",Y,747.6%,40.0,0.022,0.011,-0.774,2.6° ± 104°
j1010-3119,1010-3119,2023-Jan-03,59947.0,"-1.141E+00,-2.463E-01",Y,1072.2%,16.7,0.036,0.023,-0.246,3.8° ± 83.5°
j1010-3119,1010-3119,2023-Jan-03,59947.0,"-1.141E+00,-2.463E-01",Y,1072.2%,21.2,0.034,0.023,-0.246,2.6° ± 102.5°
j1010-3119,1010-3119,2022-May-28,59727.0,"-3.973E-01,-8.543E-01",Y,389.5%,16.7,0.036,0.01,-0.854,-1.4° ± 62.4°
j1010-3119,1010-3119,2022-May-28,59727.0,"-3.973E-01,-8.543E-01",Y,389.5%,21.2,0.029,0.01,-0.854,-10.1° ± 99.3°
j1010-3119,1010-3119,2020-Jul-18,59048.0,"-9.103E-01,-4.950E-01",Y,314.9%,16.7,0.031,0.006,-0.495,-1° ± 57.2°
j1010-3119,1010-3119,2020-Jul-18,59048.0,"-9.103E-01,-4.950E-01",Y,314.9%,21.2,0.027,0.006,-0.495,-13° ± 90.8°
j1010-3119,1010-3119,2016-Jul-25,57594.0,"-1.063E+00,-4.233E-01",Y,266.5%,17.0,0.026,0.007,-0.423,-1.1° ± 70.3°
j1010-3119,1010-3119,2016-Jul-25,57594.0,"-1.063E+00,-4.233E-01",Y,266.5%,19.0,0.025,0.007,-0.423,3.2° ± 80.8°
j1010-3119,1010-3119,2016-May-27,57535.0,"-9.013E-01,-4.879E-01",Y,234.5%,17.0,0.032,0.006,-0.488,-1.8° ± 52.6°
j1010-3119,1010-3119,2016-May-27,57535.0,"-9.013E-01,-4.879E-01",Y,234.5%,19.0,0.03,0.006,-0.488,-1.4° ± 64.9°
j1010-3119,1010-3119,2016-May-02,57510.0,"-9.589E-01,-4.892E-01",Y,342.3%,17.0,0.027,0.007,-0.489,-2.2° ± 73.5°
j1010-3119,1010-3119,2016-May-02,57510.0,"-9.589E-01,-4.892E-01",Y,342.3%,19.0,0.026,0.007,-0.489,-0.5° ± 93.4°
j1010-3119,1010-3119,2015-Feb-08,57061.0,"-9.570E-01,-4.772E-01",Y,289.3%,17.0,0.029,0.007,-0.477,1.8° ± 68.8°
j1010-3119,1010-3119,2015-Feb-08,57061.0,"-9.570E-01,-4.772E-01",Y,289.3%,19.0,0.027,0.007,-0.477,-13.1° ± 88.9°
j1010-3119,1010-3119,2014-Dec-16,57007.0,"-1.061E+00,-3.966E-01",Y,370.2%,17.0,0.028,0.008,-0.397,4.2° ± 83.1°
j1010-3119,1010-3119,2014-Dec-16,57007.0,"-1.061E+00,-3.966E-01",Y,370.2%,19.0,0.027,0.008,-0.397,-1.7° ± 91°
j1010-3119,1010-3119,2014-Sep-13,56913.0,"-8.103E-01,-5.746E-01",Y,314.5%,17.0,0.03,0.007,-0.575,1.1° ± 78.6°
j1010-3119,1010-3119,2014-Sep-13,56913.0,"-8.103E-01,-5.746E-01",Y,314.5%,19.0,0.029,0.007,-0.575,-2.4° ± 88.3°
j1010-3119,1010-3119,2014-Apr-22,56769.0,"-1.015E+00,-3.738E-01",Y,244.6%,17.0,0.034,0.006,-0.374,-0.2° ± 48.6°
j1010-3119,1010-3119,2014-Apr-22,56769.0,"-1.015E+00,-3.738E-01",Y,244.6%,19.0,0.032,0.006,-0.374,2.6° ± 73.7°
j1010-3119,1010-3119,2014-Apr-07,56754.0,"-7.478E-01,-5.475E-01",Y,313.8%,17.0,0.038,0.005,-0.547,-4.4° ± 70.9°
j1010-3119,1010-3119,2014-Apr-07,56754.0,"-7.478E-01,-5.475E-01",Y,313.8%,19.0,0.036,0.005,-0.547,5° ± 85°
j1010-3119,1010-3119,2023-Jan-03,59947.0,"-6.583E-01,-1.951E+00,1.311E+00",Y,74.7%,5.5,0.041,0.004,-0.01,0.5° ± 11.6°
j1010-3119,1010-3119,2023-Jan-03,59947.0,"-6.583E-01,-1.951E+00,1.311E+00",Y,74.7%,9.0,0.047,0.004,0.551,0.6° ± 5.4°
j1010-3119,1010-3119,2022-Jul-17,59777.0,"-1.746E+00,9.471E-01,-5.934E-01",Y,86.4%,5.5,0.043,0.004,0.068,2.4° ± 10.4°
j1010-3119,1010-3119,2022-Jul-17,59777.0,"-1.746E+00,9.471E-01,-5.934E-01",Y,86.4%,9.0,0.041,0.004,-0.185,1° ± 7.9°
j1010-3119,1010-3119,2022-May-28,59727.0,"-1.786E+00,1.408E+00,-9.966E-01",Y,79.3%,5.5,0.051,0.005,-0.068,-1.8° ± 9.8°
j1010-3119,1010-3119,2022-May-28,59727.0,"-1.786E+00,1.408E+00,-9.966E-01",Y,79.3%,9.0,0.045,0.005,-0.494,-0.1° ± 7.8°
j1010-3119,1010-3119,2022-May-13,59712.0,"-1.089E+00,-5.595E-01,2.526E-01",Y,183.5%,5.5,0.043,0.009,-0.185,2.5° ± 50.3°
j1010-3119,1010-3119,2022-May-13,59712.0,"-1.089E+00,-5.595E-01,2.526E-01",Y,183.5%,9.0,0.04,0.009,-0.077,3.1° ± 38.9°
j1010-3119,1010-3119,2022-Apr-22,59691.0,"-1.715E+00,1.018E+00,-6.979E-01",Y,104.4%,5.5,0.045,0.005,-0.015,1° ± 15.3°
j1010-3119,1010-3119,2022-Apr-22,59691.0,"-1.715E+00,1.018E+00,-6.979E-01",Y,104.4%,9.0,0.042,0.005,-0.314,0.7° ± 10.8°
j1010-3119,1010-3119,2022-Mar-01,59639.0,"-1.740E+00,8.757E-01,-6.239E-01",Y,122.2%,5.5,0.037,0.005,-0.048,1.6° ± 28.1°
j1010-3119,1010-3119,2022-Mar-01,59639.0,"-1.740E+00,8.757E-01,-6.239E-01",Y,122.2%,9.0,0.034,0.005,-0.315,1.4° ± 11.6°
j1010-3119,1010-3119,2021-Oct-23,59510.0,"-1.285E+00,8.056E-02,-2.076E-01",Y,81.2%,5.5,0.046,0.004,-0.227,0° ± 9.6°
j1010-3119,1010-3119,2021-Oct-23,59510.0,"-1.285E+00,8.056E-02,-2.076E-01",Y,81.2%,9.0,0.04,0.004,-0.316,0.9° ± 8.7°
j1010-3119,1010-3119,2021-Oct-06,59493.0,"-1.168E+00,-4.668E-01,2.354E-01",Y,96.7%,9.0,0.04,0.004,-0.018,0.4° ± 8.8°
j1010-3119,1010-3119,2021-Oct-06,59493.0,"-1.168E+00,-4.668E-01,2.354E-01",Y,96.7%,5.5,0.041,0.004,-0.118,1.3° ± 18.4°
j1010-3119,1010-3119,2021-Feb-07,59252.0,"-1.224E+00,-1.161E-01,-1.154E-01",Y,90.7%,5.5,0.042,0.005,-0.287,3.8° ± 12.7°
j1010-3119,1010-3119,2021-Feb-07,59252.0,"-1.224E+00,-1.161E-01,-1.154E-01",Y,90.7%,9.0,0.036,0.005,-0.336,0.9° ± 10.3°
j1010-3119,1010-3119,2021-Jan-30,59244.0,"-1.300E+00,1.837E-02,-9.114E-02",Y,76.5%,5.5,0.046,0.004,-0.117,2.9° ± 12.4°
j1010-3119,1010-3119,2021-Jan-30,59244.0,"-1.300E+00,1.837E-02,-9.114E-02",Y,76.5%,9.0,0.043,0.004,-0.156,1.1° ± 7°
j1010-3119,1010-3119,2020-Dec-19,59202.0,"-1.393E+00,1.365E-01,-1.715E-01",Y,91.4%,5.5,0.041,0.004,-0.117,0.3° ± 9.7°
j1010-3119,1010-3119,2020-Dec-19,59202.0,"-1.393E+00,1.365E-01,-1.715E-01",Y,91.4%,9.0,0.038,0.004,-0.191,1.2° ± 10.2°
j1010-3119,1010-3119,2020-Dec-03,59186.0,"-1.595E+00,6.378E-01,-4.469E-01",Y,88.8%,5.5,0.043,0.005,-0.024,1.4° ± 16.2°
j1010-3119,1010-3119,2020-Dec-03,59186.0,"-1.595E+00,6.378E-01,-4.469E-01",Y,88.8%,9.0,0.04,0.005,-0.215,0.1° ± 7.7°
j1010-3119,1010-3119,2020-Nov-11,59164.0,"-1.371E+00,-1.561E-01,1.160E-01",Y,124.3%,5.5,0.038,0.005,0.016,2.1° ± 21.7°
j1010-3119,1010-3119,2020-Nov-11,59164.0,"-1.371E+00,-1.561E-01,1.160E-01",Y,124.3%,9.0,0.039,0.005,0.065,0.1° ± 12.2°
j1010-3119,1010-3119,2020-Jun-02,59002.0,"-1.864E+00,1.361E+00,-9.907E-01",Y,150.8%,9.0,0.034,0.004,-0.53,1° ± 29.3°
j1010-3119,1010-3119,2020-Jun-02,59002.0,"-1.864E+00,1.361E+00,-9.907E-01",Y,150.8%,5.5,0.04,0.004,-0.106,0° ± 23.3°
j1010-3119,1010-3119,2020-May-14,58983.0,"-1.529E+00,2.828E-01,-2.221E-01",Y,167.2%,5.5,0.036,0.005,-0.046,4.4° ± 48.5°
j1010-3119,1010-3119,2020-May-14,58983.0,"-1.529E+00,2.828E-01,-2.221E-01",Y,167.2%,9.0,0.035,0.005,-0.141,1.4° ± 24.1°
j1010-3119,1010-3119,2020-Mar-26,58934.0,"-1.563E+00,5.565E-01,-4.399E-01",Y,94.4%,5.5,0.041,0.003,-0.095,-1.3° ± 12.2°
j1010-3119,1010-3119,2020-Mar-26,58934.0,"-1.563E+00,5.565E-01,-4.399E-01",Y,94.4%,9.0,0.037,0.003,-0.283,-1.4° ± 10.6°
j1010-3119,1010-3119,2020-Mar-15,58923.0,"-1.727E+00,6.504E-01,-3.885E-01",Y,106.5%,5.5,0.035,0.003,0.075,0° ± 16.3°
j1010-3119,1010-3119,2020-Mar-15,58923.0,"-1.727E+00,6.504E-01,-3.885E-01",Y,106.5%,9.0,0.035,0.003,-0.091,0.2° ± 10.9°
j1010-3119,1010-3119,2020-Jan-31,58879.0,"-1.059E+00,-1.025E+00,5.876E-01",Y,143.9%,5.5,0.032,0.004,-0.155,1.2° ± 25.6°
j1010-3119,1010-3119,2020-Jan-31,58879.0,"-1.059E+00,-1.025E+00,5.876E-01",Y,143.9%,9.0,0.031,0.004,0.096,1.7° ± 18.5°
j1010-3119,1010-3119,2019-Dec-12,58829.0,"-1.147E+00,-6.467E-01,3.507E-01",Y,92.7%,5.5,0.037,0.003,-0.127,2.7° ± 12.2°
j1010-3119,1010-3119,2019-Dec-12,58829.0,"-1.147E+00,-6.467E-01,3.507E-01",Y,92.7%,9.0,0.036,0.003,0.023,0.8° ± 9.1°
j1010-3119,1010-3119,2019-May-24,58627.0,"-1.106E+00,-6.736E-01,2.459E-01",Y,114.1%,9.0,0.03,0.003,-0.204,-0.6° ± 13.4°
j1010-3119,1010-3119,2019-May-24,58627.0,"-1.106E+00,-6.736E-01,2.459E-01",Y,114.1%,5.5,0.034,0.003,-0.309,0° ± 15.1°
j1010-3119,1010-3119,2019-Mar-20,58562.0,"-1.450E+00,1.182E-01,-1.548E-01",Y,101.3%,5.5,0.036,0.003,-0.111,0.5° ± 12.9°
j1010-3119,1010-3119,2019-Mar-20,58562.0,"-1.450E+00,1.182E-01,-1.548E-01",Y,101.3%,9.0,0.033,0.003,-0.177,-0.3° ± 10.7°
j1010-3119,1010-3119,2019-Jan-07,58490.0,"-1.800E+00,8.920E-01,-5.638E-01",Y,102.3%,5.5,0.036,0.003,0.057,1.9° ± 13.1°
j1010-3119,1010-3119,2019-Jan-07,58490.0,"-1.800E+00,8.920E-01,-5.638E-01",Y,102.3%,9.0,0.034,0.003,-0.184,-0.4° ± 10.9°
j1010-3119,1010-3119,2018-Nov-05,58427.0,"-1.356E+00,-3.229E-01,1.795E-01",Y,117.6%,5.5,0.032,0.003,-0.057,1.9° ± 16.5°
j1010-3119,1010-3119,2018-Nov-05,58427.0,"-1.356E+00,-3.229E-01,1.795E-01",Y,117.6%,9.0,0.032,0.003,0.02,-0.6° ± 13.2°
j1010-3119,1010-3119,2018-Oct-22,58413.0,"-1.331E+00,-2.477E-01,5.670E-02",Y,128.1%,5.5,0.033,0.003,-0.164,-0.8° ± 22.1°
j1010-3119,1010-3119,2018-Oct-22,58413.0,"-1.331E+00,-2.477E-01,5.670E-02",Y,128.1%,9.0,0.03,0.003,-0.139,0.5° ± 16.7°
j1010-3119,1010-3119,2018-May-20,58258.0,"-1.349E+00,-1.877E-01,3.607E-02",Y,122%,5.5,0.034,0.003,-0.134,3.3° ± 21°
j1010-3119,1010-3119,2018-May-20,58258.0,"-1.349E+00,-1.877E-01,3.607E-02",Y,122%,9.0,0.032,0.003,-0.119,0° ± 12°
j1010-3119,1010-3119,2017-Nov-23,58080.0,"-1.244E+00,-5.513E-02,-8.920E-02",Y,81.1%,5.5,0.046,0.004,-0.187,1.1° ± 8.8°
j1010-3119,1010-3119,2017-Nov-23,58080.0,"-1.244E+00,-5.513E-02,-8.920E-02",Y,81.1%,9.0,0.042,0.004,-0.225,-0.8° ± 7°
j1010-3119,1010-3119,2017-Nov-16,58073.0,"-1.155E+00,-3.672E-01,1.115E-01",Y,78.3%,5.5,0.043,0.004,-0.202,0.6° ± 7.9°
j1010-3119,1010-3119,2017-Nov-16,58073.0,"-1.155E+00,-3.672E-01,1.115E-01",Y,78.3%,9.0,0.039,0.004,-0.154,1° ± 7.8°
j1010-3119,1010-3119,2017-May-07,57880.0,"-1.327E+00,-6.847E-02,-6.656E-02",Y,104.5%,5.5,0.039,0.004,-0.167,0.5° ± 14.2°
j1010-3119,1010-3119,2017-May-07,57880.0,"-1.327E+00,-6.847E-02,-6.656E-02",Y,104.5%,9.0,0.035,0.004,-0.195,0° ± 9.9°
j1010-3119,1010-3119,2017-Feb-19,57803.0,"-1.523E+00,3.424E-01,-3.274E-01",Y,95.2%,5.5,0.036,0.003,-0.142,-0.3° ± 10.7°
j1010-3119,1010-3119,2017-Feb-19,57803.0,"-1.523E+00,3.424E-01,-3.274E-01",Y,95.2%,9.0,0.032,0.003,-0.282,0.6° ± 10.6°
j1010-3119,1010-3119,2016-Dec-06,57728.0,"-1.861E+00,8.786E-01,-5.307E-01",Y,121.7%,5.5,0.032,0.004,0.093,-1.1° ± 15°
j1010-3119,1010-3119,2016-Dec-06,57728.0,"-1.861E+00,8.786E-01,-5.307E-01",Y,121.7%,9.0,0.031,0.004,-0.134,-0.2° ± 16.4°
j1010-3119,1010-3119,2016-Oct-15,57676.0,"-1.069E+00,-4.044E-01",Y,97.8%,5.5,0.043,0.004,-0.404,1.9° ± 11.7°
j1010-3119,1010-3119,2016-Oct-15,57676.0,"-1.069E+00,-4.044E-01",Y,97.8%,9.0,0.035,0.004,-0.404,-6.1° ± 49.5°
j1010-3119,1010-3119,2016-Jul-25,57594.0,"-1.466E+00,2.504E-01,-2.482E-01",Y,79.7%,5.5,0.038,0.004,-0.117,1.6° ± 8.5°
j1010-3119,1010-3119,2016-Jul-25,57594.0,"-1.466E+00,2.504E-01,-2.482E-01",Y,79.7%,9.0,0.035,0.004,-0.223,-0.2° ± 9.2°
j1010-3119,1010-3119,2016-Jan-31,57418.0,"-1.820E+00,1.148E+00,-7.518E-01",Y,125.8%,5.5,0.041,0.006,0.035,-1.9° ± 60.3°
j1010-3119,1010-3119,2016-Jan-31,57418.0,"-1.820E+00,1.148E+00,-7.518E-01",Y,125.8%,9.0,0.039,0.006,-0.287,4.6° ± 12.2°
j1010-3119,1010-3119,2015-Nov-23,57349.0,"-1.097E+00,-3.233E-01,-9.387E-02",Y,86.4%,5.5,0.041,0.004,-0.462,0.6° ± 6.5°
j1010-3119,1010-3119,2015-Nov-23,57349.0,"-1.097E+00,-3.233E-01,-9.387E-02",Y,86.4%,9.0,0.032,0.004,-0.502,0.3° ± 13.9°
j1010-3119,1010-3119,2015-Aug-13,57247.0,"-4.834E+00,9.059E+00,-5.890E+00",Y,75.9%,5.5,0.044,0.005,0.338,0.6° ± 7.8°
j1010-3119,1010-3119,2015-Aug-13,57247.0,"-4.834E+00,9.059E+00,-5.890E+00",Y,75.9%,9.0,0.028,0.005,-2.182,-1° ± 16.8°
j1010-3119,1010-3119,2015-Feb-08,57061.0,"-1.057E+00,-6.437E-01,2.220E-01",Y,101.5%,5.5,0.039,0.005,-0.315,3.9° ± 10.6°
j1010-3119,1010-3119,2015-Feb-08,57061.0,"-1.057E+00,-6.437E-01,2.220E-01",Y,101.5%,9.0,0.034,0.005,-0.22,3.6° ± 16.2°
j1010-3119,1010-3119,2015-Jan-14,57036.0,"-8.918E-01,-1.290E+00,6.635E-01",Y,102.4%,5.5,0.033,0.003,-0.308,-0.4° ± 10.1°
j1010-3119,1010-3119,2015-Jan-14,57036.0,"-8.918E-01,-1.290E+00,6.635E-01",Y,102.4%,9.0,0.03,0.003,-0.024,1.7° ± 15.5°
j1010-3119,1010-3119,2014-Dec-16,57007.0,"-9.270E-01,-1.103E+00,6.053E-01",Y,114.6%,5.5,0.039,0.004,-0.207,-0.1° ± 12.6°
j1010-3119,1010-3119,2014-Dec-16,57007.0,"-9.270E-01,-1.103E+00,6.053E-01",Y,114.6%,9.0,0.037,0.004,0.052,-0.5° ± 16.4°
j1010-3119,1010-3119,2014-Oct-13,56943.0,"-2.284E+00,2.235E+00,-1.319E+00",Y,58%,5.5,0.044,0.003,0.282,0.2° ± 4.9°
j1010-3119,1010-3119,2014-Oct-13,56943.0,"-2.284E+00,2.235E+00,-1.319E+00",Y,58%,9.0,0.044,0.003,-0.282,0° ± 5.7°
j1010-3119,1010-3119,2014-Sep-13,56913.0,"-1.460E+00,3.654E-01,-3.139E-01",Y,74%,5.5,0.043,0.003,-0.099,0.9° ± 6.5°
j1010-3119,1010-3119,2014-Sep-13,56913.0,"-1.460E+00,3.654E-01,-3.139E-01",Y,74%,9.0,0.04,0.003,-0.234,-0.2° ± 8°
j1010-3119,1010-3119,2014-Jul-21,56859.0,"-1.290E+00,-1.443E-01",Y,96.3%,5.5,0.04,0.004,-0.144,-0.7° ± 10.4°
j1010-3119,1010-3119,2014-Jul-21,56859.0,"-1.290E+00,-1.443E-01",Y,96.3%,9.0,0.037,0.004,-0.144,2.2° ± 12.9°
j1010-3119,1010-3119,2014-Apr-22,56769.0,"-1.597E+00,4.912E-01,-2.832E-01",Y,70.9%,5.5,0.041,0.004,0.072,0.5° ± 6.9°
j1010-3119,1010-3119,2014-Apr-22,56769.0,"-1.597E+00,4.912E-01,-2.832E-01",Y,70.9%,9.0,0.041,0.004,-0.049,-0.3° ± 7.8°
j1010-3119,1010-3119,2014-Apr-07,56754.0,"-2.024E+00,1.826E+00,-1.193E+00",Y,88.8%,5.5,0.047,0.003,0.059,2.5° ± 8.6°
j1010-3119,1010-3119,2014-Apr-07,56754.0,"-2.024E+00,1.826E+00,-1.193E+00",Y,88.8%,9.0,0.043,0.003,-0.451,-0.2° ± 11.9°
j1010-3119,1010-3119,2014-Mar-26,56742.0,"4.130E-02,-9.948E-04",N,385.6%,5.5,0.036,0.008,-0.153,-0.2° ± 63.1°
j1010-3119,1010-3119,2014-Mar-26,56742.0,"4.130E-02,-9.948E-04",N,385.6%,9.0,0.032,0.008,-0.277,3.8° ± 95.5°
j1010-3119,1010-3119,2013-Dec-10,56636.0,"-5.033E-01,-1.631E+00,6.752E-01",Y,79%,9.0,0.036,0.002,-0.342,0.8° ± 11.3°
j1010-3119,1010-3119,2013-Dec-10,56636.0,"-5.033E-01,-1.631E+00,6.752E-01",Y,79%,5.5,0.046,0.002,-0.631,2.6° ± 6.5°
j1010-3119,1010-3119,2013-Nov-29,56625.0,"8.576E+00,-2.419E+01,1.314E+01",Y,1360.3%,9.0,0.003,0.004,0.887,1.3° ± 33.1°
j1010-3119,1010-3119,2013-Nov-29,56625.0,"8.576E+00,-2.419E+01,1.314E+01",Y,1360.3%,5.5,0.007,0.004,-4.733,4.7° ± 23.5°
j1010-3119,1010-3119,2013-Nov-10,56606.0,"-4.764E-02,-3.129E+00,1.738E+00",Y,88.2%,5.5,0.039,0.002,-0.555,0.6° ± 7°
j1010-3119,1010-3119,2013-Nov-10,56606.0,"-4.764E-02,-3.129E+00,1.738E+00",Y,88.2%,9.0,0.035,0.002,0.188,0.1° ± 13.4°
j1010-3119,1010-3119,2013-Sep-08,56543.0,"3.282E-03,1.216E-02,-8.059E-04",N,70.4%,9.0,0.047,0.005,-0.445,0° ± 7°
j1010-3119,1010-3119,2013-Sep-08,56543.0,"3.282E-03,1.216E-02,-8.059E-04",N,70.4%,5.5,0.046,0.005,0.396,0.2° ± 7.1°
j1010-3119,1010-3119,2013-Aug-20,56524.0,"7.794E-02,-6.395E-03,2.758E-04",N,92%,5.5,0.051,0.005,-0.362,-2.6° ± 11.1°
j1010-3119,1010-3119,2013-Aug-20,56524.0,"7.794E-02,-6.395E-03,2.758E-04",N,92%,9.0,0.043,0.005,-0.301,-0.4° ± 10.7°
j1010-3119,1010-3119,2013-May-10,56422.0,"-8.191E-01,-1.733E+00,1.154E+00",Y,74.3%,5.5,0.034,0.003,-0.024,1° ± 6.9°
j1010-3119,1010-3119,2013-May-10,56422.0,"-8.191E-01,-1.733E+00,1.154E+00",Y,74.3%,9.0,0.038,0.003,0.469,1° ± 7.6°
j1010-3119,1010-3119,2013-Apr-16,56398.0,"4.968E-02,4.196E-03,-5.131E-04",N,57.8%,5.5,0.057,0.002,-0.139,0.6° ± 3.3°
j1010-3119,1010-3119,2013-Apr-16,56398.0,"4.968E-02,4.196E-03,-5.131E-04",N,57.8%,9.0,0.046,0.002,-0.989,4° ± 64.3°
J1152-0841,1152-0841,2008-Jun-17,54634.0,"2.636E-01,-3.772E-01",Y,0.7%,32.064,0.496,0.01,-0.377,0.3° ± 2.8°
J1152-0841,1152-0841,2008-Jun-17,54634.0,"2.636E-01,-3.772E-01",Y,0.7%,34.112,0.485,0.01,-0.377,-0.5° ± 4°
J1152-0841,1152-0841,2010-Jul-26,55403.0,"1.389E+00,-8.141E-01",Y,0.3%,17.0,2.439,0.058,-0.814,0° ± 0.2°
J1152-0841,1152-0841,2010-Jul-26,55403.0,"1.389E+00,-8.141E-01",Y,0.3%,19.0,2.228,0.058,-0.814,0° ± 0.2°
J1152-0841,1152-0841,2008-Sep-18,54727.0,"-8.468E-02,-4.481E-02",Y,0.1%,18.496,0.722,0.006,-0.045,0.2° ± 1.5°
J1152-0841,1152-0841,2008-Sep-18,54727.0,"-8.468E-02,-4.481E-02",Y,0.1%,19.52,0.72,0.006,-0.045,0.1° ± 1.6°
J1152-0841,1152-0841,2007-Aug-08,54320.0,"2.208E-01,-3.802E-01",Y,0.1%,18.496,0.548,0.003,-0.38,0° ± 1.6°
J1152-0841,1152-0841,2007-Aug-08,54320.0,"2.208E-01,-3.802E-01",Y,0.1%,19.52,0.537,0.003,-0.38,0.1° ± 1.5°
J1152-0841,1152-0841,2009-Feb-15,54877.0,"2.571E-02,-1.445E-02",Y,0%,4.8,1.037,0.004,-0.014,0.1° ± 0.7°
J1152-0841,1152-0841,2009-Feb-15,54877.0,"2.571E-02,-1.445E-02",Y,0%,8.64,1.028,0.004,-0.014,-0.1° ± 0.9°
J1152-0841,1152-0841,2009-Jan-21,54852.0,"-7.134E-01,1.748E+00,-1.100E+00",Y,0.1%,4.8,0.927,0.004,0.249,0.1° ± 0.8°
J1152-0841,1152-0841,2009-Jan-21,54852.0,"-7.134E-01,1.748E+00,-1.100E+00",Y,0.1%,8.64,0.91,0.004,-0.312,-0.4° ± 1.2°
J1152-0841,1152-0841,2007-Feb-19,54150.0,"6.851E-01,-2.489E+00,1.581E+00",Y,0.1%,4.8,0.529,0.003,-0.335,-0.2° ± 1.5°
J1152-0841,1152-0841,2007-Feb-19,54150.0,"6.851E-01,-2.489E+00,1.581E+00",Y,0.1%,8.64,0.55,0.003,0.472,-0.4° ± 1.7°
J1152-0841,1152-0841,2007-Feb-05,54136.0,"-3.070E-01,4.854E-02",Y,0.1%,4.8,0.532,0.004,0.049,-0.3° ± 1.6°
J1152-0841,1152-0841,2007-Feb-05,54136.0,"-3.070E-01,4.854E-02",Y,0.1%,8.64,0.548,0.004,0.049,-0.3° ± 1.7°
J1152-0841,1152-0841,2010-Jun-03,55350.0,"-2.833E-01,4.238E-01,1.507E+00",Y,1.3%,1.75,0.81,0.015,1.156,0.2° ± 1°
J1152-0841,1152-0841,2009-Feb-06,54868.0,"-4.913E-01,9.244E-01",Y,0.3%,1.384,0.436,0.008,0.924,-1.2° ± 7.2°
J1152-0841,1152-0841,2009-Feb-06,54868.0,"-4.913E-01,9.244E-01",Y,0.3%,2.368,0.716,0.008,0.924,-0.3° ± 1.9°
J1152-0841,1152-0841,2007-Nov-29,54433.0,"-4.405E-01,4.588E-01",Y,0.4%,1.384,0.421,0.006,0.459,-2.3° ± 7.5°
J1152-0841,1152-0841,2007-Nov-29,54433.0,"-4.405E-01,4.588E-01",Y,0.4%,2.368,0.539,0.006,0.459,-0.2° ± 2.3°
2322-409,2324-4040,2022-Aug-09,59800.0,"-9.738E-01,-3.542E-01",Y,506.6%,38.0,0.029,0.008,-0.354,3.4° ± 90°
2322-409,2324-4040,2022-Aug-09,59800.0,"-9.738E-01,-3.542E-01",Y,506.6%,40.0,0.029,0.008,-0.354,1.3° ± 99.3°
2322-409,2324-4040,2018-Jun-10,58279.0,"-5.802E-01,-5.329E-01",Y,381.3%,38.0,0.038,0.009,-0.533,-0.1° ± 82.8°
2322-409,2324-4040,2018-Jun-10,58279.0,"-5.802E-01,-5.329E-01",Y,381.3%,40.0,0.037,0.009,-0.533,-0.8° ± 91.9°
2322-409,2324-4040,2017-May-25,57898.0,"-3.931E-01,-6.222E-01",Y,319.4%,40.0,0.041,0.008,-0.622,5.7° ± 86.2°
2322-409,2324-4040,2017-May-25,57898.0,"-3.931E-01,-6.222E-01",Y,319.4%,38.0,0.042,0.008,-0.622,0.1° ± 72.1°
2322-409,2324-4040,2016-Aug-17,57617.0,"-1.518E-01,-7.692E-01",Y,330.8%,38.0,0.043,0.008,-0.769,-3.9° ± 79.6°
2322-409,2324-4040,2016-Aug-17,57617.0,"-1.518E-01,-7.692E-01",Y,330.8%,40.0,0.041,0.008,-0.769,3.3° ± 82.5°
2322-409,2324-4040,2016-Jul-25,57594.0,"-1.084E+00,-1.566E-01",Y,259.3%,38.0,0.047,0.007,-0.157,-3.4° ± 57.2°
2322-409,2324-4040,2016-Jul-25,57594.0,"-1.084E+00,-1.566E-01",Y,259.3%,40.0,0.046,0.007,-0.157,8.8° ± 71.7°
